0  29 ， 0.997111 
0  1095 １月 0.002889 
5825 zhi4-an1 6113 治安 1.000000 
5826 chu3-fa2 6114 处罚 1.000000 
5827 tiao2-li4 6115 条例 1.000000 
5828 zhu3-cheng2-qv1 6116 主城区 1.000000 
5829 gong1-an1-jv2 6117 公安局 1.000000 
5830 zhi1-nei4 6118 之内 1.000000 
5831 gui1-fan4 6119 规范 1.000000 
5832 ting2-che1 6120 停车 1.000000 
5833 qv3-di4 6121 取缔 1.000000 
5834 fei1-fa3 6122 非法 1.000000 
5835 xi3-che1-dian3 6123 洗车点 1.000000 
5836 xiu1-che1-dian3 6124 修车点 1.000000 
5837 da4-ke4-che1 6125 大客车 1.000000 
5838 zhong1-ba1 6126 中巴 1.000000 
5839 qiang3 6127 抢 1.000000 
5840 sui2-yi4 6128 随意 1.000000 
5841 xing2-che1 6129 行车 1.000000 
5842 huo4-che1 6130 货车 1.000000 
5843 gai3-dao4 6131 改道 1.000000 
5844 da4-qiao2 6133 大桥 1.000000 
5845 jia1-ling2-jiang1 6134 嘉陵江 1.000000 
5846 da4-xiao3 6135 大小 1.000000 
5847 che1-liang4 6136 车辆 1.000000 
5848 ge4-xing2-qi2-dao4 6137 各行其道 1.000000 
5849 xia2-zhai3 6138 狭窄 1.000000 
5850 lu4-duan4 6139 路段 1.000000 
5851 jing3-li4 6140 警力 1.000000 
5852 shu1-dao3 6141 疏导 1.000000 
5853 du3-che1 6143 堵车 1.000000 
5854 jia1-zhong4 6144 加重 1.000000 
5855 che1-su4 6145 车速 1.000000 
5856 ming2-xian3-ti2-gao1 6146 明显提高 1.000000 
5857 jiao1-tong1-wei2-zhang1 6147 交通违章 1.000000 
5858 da4-wei2 6148 大为 1.000000 
5859 wei3-qi4 6149 尾气 1.000000 
5860 pai2-fang4 6150 排放 1.000000 
5861 he2-ge2 6151 合格 1.000000 
5862 huan2-jing4-wu1-ran3 6152 环境污染 1.000000 
5863 fen1-guan3 6153 分管 1.000000 
5864 wang2-hong2-jv3 6154 王鸿举 1.000000 
5865 dang3-zheng4-ji1-guan1 6155 党政机关 1.000000 
5866 ru4-shou3 6156 入手 1.000000 
5867 che4-di3 6157 彻底 1.000000 
5868 zhi4-yvan4-zhe3 6158 志愿者 1.000000 
5869 zhen1-qing2 6159 真情 1.000000 
5870 xin1-feng1 6160 新风 1.000000 
5871 tang2-wei2-hong2 6162 唐维红 1.000000 
5872 wen2-ming2-hao4 6163 文明号 1.000000 
5873 jing3-dian3 6164 景点 1.000000 
5874 gong1-gong4-chang3-suo3 6165 公共场所 1.000000 
5875 jiang3-jie3 6166 讲解 1.000000 
5876 bian4-min2 6167 便民 1.000000 
5877 sui2-chu4-ke3-jian4 6168 随处可见 1.000000 
5878 feng1-jing3 6170 风景 1.000000 
5879 dong1-zhi2-men2 6171 东直门 1.000000 
5880 wang3-ri4 6172 往日 1.000000 
5881 ning2-jing4 6173 宁静 1.000000 
5882 ye2-ye5 6174 爷爷 1.000000 
5883 gan3-pai2 6175 赶排 1.000000 
5884 yv4-bei4-qi1 6176 预备期 1.000000 
5885 zhi4-yvan4 6177 志愿 1.000000 
5886 shen1-ying3 6178 身影 1.000000 
5887 wu3-shi2-wu3 6179 五十五 1.000000 
5888 cai2-jing1 6180 财经 1.000000 
5889 fu4-jin4 6181 附近 1.000000 
5890 zhu4-di4 6182 住地 1.000000 
5891 er4-qian1 6183 二千 1.000000 
5892 ming4-ming2 6184 命名 1.000000 
5893 hang2-zhou1 6185 杭州 1.000000 
5894 xi1-hu2 6186 西湖 1.000000 
5895 huang2-shan1 6187 黄山 1.000000 
5896 gui4-lin2 6188 桂林 1.000000 
5897 li2-jiang1 6189 漓江 1.000000 
5898 zhong1-shan1-ling2 6190 中山陵 1.000000 
5899 xia4-men2 6191 厦门 1.000000 
5900 gu3-lang4-yv3 6192 鼓浪屿 1.000000 
5901 bo2-wu4-guan3 6193 博物馆 1.000000 
5902 shang1-sha4 6194 商厦 1.000000 
5903 zhi2-wu4-yvan2 6195 植物园 1.000000 
5904 shi4-fan4-jie1 6196 示范街 1.000000 
5905 gong1-yi4 6197 公益 0.750000 
5905 gong1-yi4 6434 工艺 0.250000 
5906 you1-zhi4 6198 优质 1.000000 
5907 shu1-ji4-chu4 6199 书记处 1.000000 
5908 zhou1-qiang2 6200 周强 1.000000 
5909 ba1-yin1 6201 巴音 1.000000 
5910 jiang1-da4-ming2 6202 姜大明 1.000000 
5911 sun1-jin1-long2 6203 孙金龙 1.000000 
5912 chen2-guo2-qi2 6205 陈国琦 1.000000 
5913 tai4-hang2-shan1 6206 太行山 1.000000 
5914 xin1-xian1-shi4 6207 新鲜事 1.000000 
5915 ping2-shan1-xian4 6208 平山县 1.000000 
5916 xiang4-jiao3-cun1 6209 象角村 1.000000 
5917 xian4-zhang3 6210 县长 1.000000 
5918 han2-bao3-shen1 6211 韩保深 1.000000 
5919 cun1-bian1 6212 村边 1.000000 
5920 san1-si4-ling2 6213 ３４０ 1.000000 
5921 shen1-qing2 6214 深情 1.000000 
5922 sheng1-ri4 6215 生日 1.000000 
5923 huan1-hu1-sheng1 6216 欢呼声 1.000000 
5924 shan1-jian1 6217 山间 1.000000 
5925 wang3-shi4 6219 往事 1.000000 
5926 hong2-shui3 6221 洪水 1.000000 
5927 qvan2-cun1 6222 全村 1.000000 
5928 hui3 6223 毁 1.000000 
5929 dang3-zhi1-bu4 6224 党支部 1.000000 
5930 heng2 6225 横 1.000000 
5931 yi4-tiao2-xin1 6226 一条心 1.000000 
5932 zao4 6227 造 1.000000 
5933 liang2-tian2 6228 良田 1.000000 
5934 dou3 6230 陡 1.000000 
5935 bei4-lou3 6231 背篓 1.000000 
5936 fan1-shan1-yve4-ling3 6232 翻山越岭 1.000000 
5937 ye4-yi3-ji4-ri4 6233 夜以继日 1.000000 
5938 tu3 6234 土 0.500000 
5938 tu3 6847 吐 0.500000 
5939 zao4-tian2 6235 造田 1.000000 
5940 xie2 6236 鞋 1.000000 
5941 mo2 6237 磨 1.000000 
5942 po4 6238 破 1.000000 
5943 lei1 6240 勒 1.000000 
5944 sheng2 6242 绳 1.000000 
5945 dong4-yao2 6244 动摇 1.000000 
5946 ming2-fu4-qi2-shi2 6245 名副其实 1.000000 
5947 bao3-ming4-tian2 6246 保命田 1.000000 
5948 nan2-nv3-lao3-you4 6247 男女老幼 1.000000 
5949 yi1-san1-liu4 6248 １３６ 1.000000 
5950 lou3 6249 篓 1.000000 
5951 jian3-zhi2 6250 简直 1.000000 
5952 yan4-zhao4 6251 燕赵 1.000000 
5953 kang4-hong2 6252 抗洪 1.000000 
5954 xie3-zhao4 6253 写照 1.000000 
5955 qia4 6254 恰 1.000000 
5956 jiu4-yao4 6256 就要 1.000000 
5957 ya1-sui4-qian2 6257 压岁钱 1.000000 
5958 xiu1-jian4 6258 修建 1.000000 
5959 pan2-shan1-lu4 6259 盘山路 1.000000 
5960 geng1-xin1 6260 更新 1.000000 
5961 ci4-sheng1-lin2 6261 次生林 1.000000 
5962 cun1-li5 6262 村里 1.000000 
5963 geng1-tian2 6263 耕田 1.000000 
5964 fei2 6264 肥 1.000000 
5965 de2-yi3 6266 得以 1.000000 
5966 qian1-fang1-bai3-ji4 6267 千方百计 1.000000 
5967 bai4-nian2-hui4 6268 拜年会 1.000000 
5968 dong4-yvan2-hui4 6269 动员会 1.000000 
5969 hui4-shang4 6270 会上 1.000000 
5970 cai2-fu4 6271 财富 1.000000 
5971 da4-zhong1-xiao3-xve2-sheng1 6272 大中小学生 1.000000 
5972 ya3-le4 6273 雅乐 1.000000 
5973 wang2-li2 6274 王黎 1.000000 
5974 bei3-jing1-yin1-yve4-ting1 6275 北京音乐厅 1.000000 
5975 xin1-shang3-ke4 6276 欣赏课 1.000000 
5976 gao1-ya3 6277 高雅 1.000000 
5977 yin1-yve4 6278 音乐 1.000000 
5978 er4-qvan2-ying4-yve4 6279 二泉映月 1.000000 
5979 zheng4-yong3 6280 郑咏 1.000000 
5980 yi4-da4-li4 6282 意大利 1.000000 
5981 yi1-ling2-liu4 6283 １０６ 1.000000 
5982 liu4-yve4 6284 ６月 1.000000 
5983 wu3-er4 6285 ５２ 1.000000 
5984 zhou1-liu4 6286 周六 1.000000 
5985 zhou1-ri4 6287 周日 1.000000 
5986 jing1-dian3 6288 经典 1.000000 
5987 di1-lian2 6289 低廉 1.000000 
5988 piao4-jia4 6290 票价 1.000000 
5989 dian4-zi3 6292 电子 1.000000 
5990 peng2-cheng2 6294 鹏城 1.000000 
5991 wang2-chu3 6295 王楚 1.000000 
5992 dian4-zi3-yan3 6296 电子眼 1.000000 
5993 lou4-lian3 6297 露脸 1.000000 
5994 chong1-ji1-bo1 6298 冲击波 1.000000 
5995 zhen4-dong4 6299 震动 1.000000 
5996 ji1-dong4-che1 6300 机动车 1.000000 
5997 jia4-shi3-yvan2 6301 驾驶员 1.000000 
5998 chang4-shun4 6302 畅顺 1.000000 
5999 jia4-che1 6303 驾车 1.000000 
6000 huan3-huan3 6304 缓缓 1.000000 
6001 lu4-kou3 6306 路口 1.000000 
6002 kou3-an4 6307 口岸 1.000000 
6003 wu3-ba1 6308 ５８ 1.000000 
6004 mo4-mo4 6310 默默 1.000000 
6005 zhu4-shi4 6311 注视 1.000000 
6006 chao2-shui3 6312 潮水 1.000000 
6007 che1-liu2 6313 车流 1.000000 
6008 jian1-kong4-zhong1-xin1 6314 监控中心 1.000000 
6009 da4-ping2-mu4 6315 大屏幕 1.000000 
6010 guan3-li3-jv2 6316 管理局 1.000000 
6011 liu2-zhi4 6317 刘志 1.000000 
6012 jiao1 6318 娇 0.250000 
6012 jiao1 6508 交 0.750000 
6013 gao4-su4 6319 告诉 1.000000 
6014 zhao4-xiang4-yi2 6321 照相仪 1.000000 
6015 jv4-fu2 6322 巨幅 1.000000 
6016 di4-tu2-ban3 6323 地图板 1.000000 
6017 zhi3-jian4 6324 只见 1.000000 
6018 dian4-shi4-ping2 6325 电视屏 1.000000 
6019 qie1-huan4 6326 切换 1.000000 
6020 san1-er4 6327 ３２ 1.000000 
6021 jian1-kong4-dian3 6328 监控点 1.000000 
6022 shi2-kuang4 6329 实况 1.000000 
6023 zhu3-kong4 6330 主控 1.000000 
6024 jing4-jing4-de5 6331 静静地 1.000000 
6025 shou1-ji2 6332 收集 1.000000 
6026 yi1-ling2-ling2 6333 １００ 1.000000 
6027 kong4-zhi4-dian3 6334 控制点 1.000000 
6028 ying4-bian4 6335 应变 1.000000 
6029 zhi3-ling4 6336 指令 1.000000 
6030 dang1-ban1 6337 当班 1.000000 
6031 ji4-shu4-ren2-yvan2 6338 技术人员 1.000000 
6032 jin3-zhang1 6339 紧张 1.000000 
6033 bi4-lu4-dian4-shi4 6340 闭路电视 1.000000 
6034 she4-xiang4 6341 摄像 1.000000 
6035 she4-lu4 6342 摄录 1.000000 
6036 wei2-zhang1 6343 违章 1.000000 
6037 che1-pai2 6344 车牌 1.000000 
6038 hao4-ma3 6345 号码 1.000000 
6039 di4-dian3 6346 地点 1.000000 
6040 qing2-jie2 6347 情节 1.000000 
6041 shu1-ru4 6348 输入 1.000000 
6042 chu1-zu1-che1 6349 出租车 1.000000 
6043 chuan2-shu1 6350 传输 1.000000 
6044 dian4-shi4-ping2-mu4 6351 电视屏幕 1.000000 
6045 suo3-ding4 6352 锁定 1.000000 
6046 che1-zhu3 6353 车主 1.000000 
6047 zhu4-zhi3 6354 住址 1.000000 
6048 jv4-ji4-lu4 6355 据记录 1.000000 
6049 mei3-tian1 6356 每天 1.000000 
6050 cha2-chu3 6357 查处 1.000000 
6051 ba1-ling2-ling2 6358 ８００ 1.000000 
6052 zong1 6359 宗 1.000000 
6053 zong3-shu4 6360 总数 1.000000 
6054 san1-wu3 6361 ３５％ 1.000000 
6055 jiao1-guan3-jv2 6362 交管局 1.000000 
6056 gui1-zhang1 6363 规章 1.000000 
6057 cha2-kong4 6364 查控 1.000000 
6058 lu4-ru4 6365 录入 1.000000 
6059 ren4-he2-ren2 6366 任何人 1.000000 
6060 wu2-qvan2 6367 无权 1.000000 
6061 qv3-xiao1 6368 取消 1.000000 
6062 yi2-lv4 6369 一律 1.000000 
6063 pu4-guang1 6370 曝光 1.000000 
6064 tou2-su4 6372 投诉 1.000000 
6065 jiao1-tong1-guan3-li3 6373 交通管理 1.000000 
6066 wei2-zhang1-lv4 6374 违章率 1.000000 
6067 si4-wu3 6375 ４５％ 1.000000 
6068 sun3 6376 笋 0.500000 
6068 sun3 7252 损 0.500000 
6069 jiao1-tong1-zhi3-hui1 6377 交通指挥 1.000000 
6070 gang3-ting2 6378 岗亭 1.000000 
6071 che4-chu2 6379 撤除 1.000000 
6072 gan4-dao4 6380 干道 1.000000 
6073 gao1-jia4 6381 高架 1.000000 
6074 yvn2-nan2-sheng3 6382 云南省 1.000000 
6075 che1-dao4 6383 车道 1.000000 
6076 gao1-su4-gong1-lu4 6384 高速公路 1.000000 
6077 kun1-ming2 6385 昆明 1.000000 
6078 guo4-jing4 6386 过境 1.000000 
6079 tong1-che1 6387 通车 1.000000 
6080 gai1-lu4 6388 该路 1.000000 
6081 qvan2-chang2 6389 全长 1.000000 
6082 qi1-er4 6390 ７．２ 1.000000 
6083 kuan1 6391 宽 1.000000 
6084 er4-liu4-wu3 6392 ２６．５ 1.000000 
6085 wang2-chang2-shan1 6393 王长山 1.000000 
6086 da4-pi1 6394 大批 1.000000 
6087 zang4-wen2 6395 藏文 1.000000 
6088 gu3-dai4 6396 古代 1.000000 
6089 zhao4-xin1-bing1 6397 赵新兵 1.000000 
6090 xve1-wen2-xian4 6398 薛文献 1.000000 
6091 min2-wei3 6399 民委 1.000000 
6092 zang4-zu2 6400 藏族 1.000000 
6093 yi2-chan3 6401 遗产 1.000000 
6094 fan1-yi4 6402 翻译 1.000000 
6095 gu3-dian3 6403 古典 1.000000 
6096 ming2-zhu4 6404 名著 1.000000 
6097 fo2-jing1 6405 佛经 1.000000 
6098 zang4-yi1 6406 藏医 1.000000 
6099 zang4-li4 6407 藏历 1.000000 
6100 dian3-ji2 6408 典籍 1.000000 
6101 zhuan4-ji4 6409 传记 1.000000 
6102 shu1-ji2 6410 书籍 1.000000 
6103 mu4-lu4 6412 目录 1.000000 
6104 qing1-shi3 6413 青史 1.000000 
6105 xvn1-nu3-da2-mei3 6416 勋努达美 1.000000 
6106 gu3-ji2 6417 古籍 1.000000 
6107 sou1-ji2 6418 搜集 1.000000 
6108 qiang3-jiu4 6419 抢救 1.000000 
6109 bin1-lin2 6420 濒临 1.000000 
6110 shou3-chao1-ben3 6421 手抄本 1.000000 
6111 gu1-ben3 6422 孤本 1.000000 
6112 shan4-ben3 6423 善本 1.000000 
6113 zhen1-ben3 6424 珍本 1.000000 
6114 fan2 6425 凡 1.000000 
6115 mu4-jian3 6426 木简 1.000000 
6116 jin1-shi2 6427 金石 1.000000 
6117 zong1-jiao4 6429 宗教 1.000000 
6118 yvan1 6430 渊 1.000000 
6119 li4-dai4 6431 历代 1.000000 
6120 fa3-gui1 6432 法规 1.000000 
6121 xvan3-bian1 6433 选编 1.000000 
6122 yi1-xve2 6435 医学 1.000000 
6123 lun4-zhu4 6436 论著 1.000000 
6124 gu3-ji4 6437 古迹 1.000000 
6125 tong1-shi3 6438 通史 1.000000 
6126 cai3-yong4 6439 采用 1.000000 
6127 yvan2-zhuang1 6440 原装 1.000000 
6128 shi4-jie4-guang3-lun4 6441 世界广论 1.000000 
6129 lang3-shi4 6442 朗氏 1.000000 
6130 jia1-zu2 6443 家族 1.000000 
6131 ban3-shi4 6444 版式 1.000000 
6132 shu1-xing2 6445 书形 1.000000 
6133 wen2-xian4 6446 文献 1.000000 
6134 zi1-liao4 6447 资料 1.000000 
6135 li4-suan4-lun4-dian3 6448 历算论点 1.000000 
6136 yi1-ma3-lun4-dian3 6449 医马论典 1.000000 
6137 gong1-yi4-lun4-dian3 6450 工艺论典 1.000000 
6138 gen1-dui1-qvn2-pei2 6451 根堆群培 1.000000 
6139 zhu4-zuo4 6452 著作 1.000000 
6140 yi1-ling2-nian2 6453 １０年 1.000000 
6141 wu3-ling2-ling2 6454 ５００ 1.000000 
6142 bian1-zuan3 6455 编纂 1.000000 
6143 cong2-shu1 6456 丛书 1.000000 
6144 wen2-ku4 6457 文库 1.000000 
6145 jv4-zhu4 6458 巨著 1.000000 
6146 tu2-shu1-jiang3 6459 图书奖 1.000000 
6147 shi3-shi2 6460 史实 1.000000 
6148 xiang2-shi2 6462 详实 1.000000 
6149 ke3-xin4 6463 可信 1.000000 
6150 tu2-shu1-guan3 6464 图书馆 1.000000 
6151 pai4-chu1 6465 派出 1.000000 
6152 yin4-jing1-yvan4 6466 印经院 1.000000 
6153 fan1-yin4 6467 翻印 1.000000 
6154 si4-yvan4 6468 寺院 1.000000 
6155 gao1-seng1 6469 高僧 1.000000 
6156 da4-de2 6470 大德 1.000000 
6157 pu3-xie3 6472 谱写 1.000000 
6158 lv3-liang2 6473 吕梁 1.000000 
6159 ji4-shi2 6474 纪实 1.000000 
6160 lai4-lin2-song1 6475 赖林嵩 1.000000 
6161 mei3-lin2 6477 美林 1.000000 
6162 fan4-shuang1-min2 6478 范双民 1.000000 
6163 zhang1-zhen4-ming2 6479 张振明 1.000000 
6164 shan1-xi1-sheng3 6480 山西省 1.000000 
6165 fu2-chi2 6481 扶持 1.000000 
6166 er4-er4-liu4-liu4 6482 ２２６．６ 1.000000 
6167 san1-san1-yi1-ling2-qian1 6483 ３３．１０‰ 1.000000 
6168 zhi1-pn2-si3 2521 死亡率 1.000000 
6169 wang2-lv4-ba1 6484 ８．４‰ 1.000000 
6170 qian1-fen1 1460 人口 1.000000 
6171 zhi1-pn2 2252 自然 1.000000 
6172 ren2-kou3-zi4 4896 增长率 1.000000 
6173 ran2-zeng1-zhang3-lv4-er4 6485 ２４．７０‰ 1.000000 
6174 yi1-jiu3-qi1-liu4-nian2 6486 １９７６年 1.000000 
6175 e4-zhi4 6487 遏制 1.000000 
6176 shang4-xia4 6488 上下 1.000000 
6177 ba1-qi1 6489 八七 1.000000 
6178 lian2-nian2 6490 连年 1.000000 
6179 san1-er4-si4 6491 ３２４ 1.000000 
6180 yi1-si4-wu3-wu3-qian1 6492 １４．５５‰ 1.000000 
6181 zi4-ran2-zeng1 4896 增长率 1.000000 
6182 zhang3-lv4-jiu3-si4 6493 ９．４３‰ 1.000000 
6183 yi1-jiu3-jiu3-er4-nian2 6494 １９９２年 1.000000 
6184 yi1-ling2-wu3 6495 １０５ 1.000000 
6185 ba1-ling2-si4 6496 ８０．４ 1.000000 
6186 liang2-xing4 6497 良性 1.000000 
6187 xvn2-huan2 6498 循环 1.000000 
6188 chi2-zhi1-yi3-heng2 6499 持之以恒 1.000000 
6189 yi1-ba3-shou3 6500 一把手 1.000000 
6190 zong3-ze2 6502 总责 1.000000 
6191 yi1-yi1-nian2 6503 １１年 1.000000 
6192 di4-wei3 6504 地委 1.000000 
6193 xing2-shu3 6505 行署 1.000000 
6194 shi2-zhi4-xing4 6506 实质性 1.000000 
6195 jiao1-zhang4 6507 交账 1.000000 
6196 jing1-ji4-zhang4 6509 经济账 1.000000 
6197 zhang4 6510 账 0.500000 
6197 zhang4 7650 帐 0.500000 
6198 song1-jin4 6511 松劲 1.000000 
6199 fu2-wu4-zhan4 6512 服务站 1.000000 
6200 er4-san1-liu4 6513 ２３６ 1.000000 
6201 xiang1-zhen4 6514 乡镇 1.000000 
6202 fu2-wu4-suo3 6515 服务所 1.000000 
6203 si4-liu4-er4-liu4 6516 ４６２６ 1.000000 
6204 pei4 6517 配 1.000000 
6205 dai4-yv4 6518 待遇 1.000000 
6206 yi1-jiu3-jiu3-ling2-nian2 6519 １９９０年 1.000000 
6207 yi1-yi1-qi1-liu4 6520 １１７．６ 1.000000 
6208 ling2-liu4-ling2 6521 ０．６０ 1.000000 
6209 wu3-jiu3-ling2 6522 ５９０ 1.000000 
6210 yi1-ba1-wu3 6523 １．８５ 1.000000 
6211 qiong2-ze2-si1-bian4 6524 穷则思变 1.000000 
6212 ji4-sheng1 6525 计生 1.000000 
6213 qvan2-sheng3 6526 全省 1.000000 
6214 yi1-xie2-gang4 6527 １／３ 1.000000 
6215 san1-zuo3 4898 左右 1.000000 
6216 bi4-you2-zhi1-lu4 6528 必由之路 1.000000 
6217 qian1-tou2 6529 牵头 1.000000 
6218 liu3-lin2-xian4 6530 柳林县 1.000000 
6219 ping2-shang4-cun1 6531 坪上村 1.000000 
6220 you3-ming2 6532 有名 1.000000 
6221 lao3-da4-nan2 6533 老大难 1.000000 
6222 cun1-wei3-hui4 6534 村委会 1.000000 
6223 ban1-zi5 6535 班子 1.000000 
6224 ren2-jvn1-shou1-ru4 6536 人均收入 1.000000 
6225 yi1-er4-bai3 6537 一二百 1.000000 
6226 yi1-jiu3-ba1-liu4-nian2 6538 １９８６年 1.000000 
6227 er4-si4-er4 6539 ２４２ 1.000000 
6228 yi3-hun1 6540 已婚 1.000000 
6229 fu4-nv3 6541 妇女 1.000000 
6230 ban4-shu4 6542 半数 1.000000 
6231 liu2-bu4-fei1 6543 刘步飞 1.000000 
6232 shang4-ren4 6544 上任 1.000000 
6233 dai4-tou2 6545 带头 1.000000 
6234 nv3-hai2 6546 女孩 1.000000 
6235 fang4-dian4-ying3 6547 放电影 1.000000 
6236 bu3-zhu4-fei4 6548 补助费 1.000000 
6237 dian4-zhi1 6549 垫支 1.000000 
6238 xing1-xiu1 6550 兴修 1.000000 
6239 shui3-li4 6551 水利 1.000000 
6240 shui3-jiao1-di4 6552 水浇地 1.000000 
6241 chuang4-ban4 6553 创办 1.000000 
6242 shao3-sheng1-kuai4-fu4 6554 少生快富 1.000000 
6243 ji4-hua4-sheng1-yv4-hu4 6555 计划生育户 1.000000 
6244 pin2-ji2 6556 贫瘠 1.000000 
6245 yi1-jiu3-ba1 6559 １９８ 1.000000 
6246 yi1-yi1-ba1-ba1 6561 １１８８ 1.000000 
6247 xian1-jin4-cun1 6562 先进村 1.000000 
6248 yi1-jiu3-jiu3-si4-nian2-dai4 6563 １９９４年代 1.000000 
6249 yvan4-wang4 6564 愿望 1.000000 
6250 yong1-hu4 6565 拥护 1.000000 
6251 qing1-nian2-ren2 6566 青年人 1.000000 
6252 xi2-fu5 6568 媳妇 1.000000 
6253 zhu3-dong4-xing4 6569 主动性 1.000000 
6254 xing2-wei2 6570 行为 1.000000 
6255 zong1-he2-zhi4-li3 6571 综合治理 1.000000 
6256 you3-ji1 6572 有机 1.000000 
6257 rong2-ru4 6573 融入 1.000000 
6258 ke1-jiao1-xing1-guo2 6574 科教兴国 1.000000 
6259 wei2-rao4 6575 围绕 1.000000 
6260 jing1-ji4-lin2 6576 经济林 1.000000 
6261 xiu1-lu4 6579 修路 1.000000 
6262 shan1-shui3-tian2-lin2-lu4 6580 山水田林路 1.000000 
6263 shuai4-xian1 6581 率先 1.000000 
6264 fen2-yang2 6582 汾阳 1.000000 
6265 lin2-xian4 6583 临县 1.000000 
6266 zhong1-yang2 6584 中阳 1.000000 
6267 du2-sheng1-zi3-nv3-hu4 6586 独生子女户 1.000000 
6268 shuang1 6587 双 1.000000 
6269 nv3 6588 女 1.000000 
6270 jie1-za1-hu4 6589 结扎户 1.000000 
6271 ji1-xiu1 6590 机修 1.000000 
6272 ti1-tian2 6591 梯田 1.000000 
6273 po1-di4 6593 坡地 1.000000 
6274 huan2 253 还 0.500000 
6274 huan2 6656 环 0.500000 
6275 sheng1-yv4 6595 生育 1.000000 
6276 xiang1-dang3-wei3 6596 乡党委 1.000000 
6277 xiu1 6597 修 1.000000 
6278 chu1-ming2 6599 出名 1.000000 
6279 fu4-yv4-cun1 6600 富裕村 1.000000 
6280 yi1-ba1-ling2-ling2 6601 １８００ 1.000000 
6281 jiao1-cheng2-xian4 6602 交城县 1.000000 
6282 jiu3-er4-ba1 6603 ９２．８％ 1.000000 
6283 xian4-wei3 6604 县委 1.000000 
6284 xian4-zheng4-fu3 6605 县政府 1.000000 
6285 shan1-chuan1 6606 山川 1.000000 
6286 jie2-yvan2 6607 结缘 1.000000 
6287 ping2-chuan1 6608 平川 1.000000 
6288 cun1-ban4 6609 村办 1.000000 
6289 zhong4-zhi2-ye4 6610 种植业 1.000000 
6290 di1-xi1 6611 低息 1.000000 
6291 zhi1-nong2 6612 支农 1.000000 
6292 lin2-guo3-ye4 6613 林果业 1.000000 
6293 hu4-bang1-hu4-li4 6614 互帮互利 1.000000 
6294 zhuang1 6615 庄 1.000000 
6295 shi2-mian2 6616 石棉 1.000000 
6296 yi1-jiu3-jiu3-san1-nian2 6617 １９９３年 1.000000 
6297 xi1-ying2-zhen4 6618 西营镇 1.000000 
6298 jie2-dui4-lian2-shou3 6619 结对联手 1.000000 
6299 gu3-fen4-zhi4 6620 股份制 1.000000 
6300 ru4-gu3 6621 入股 1.000000 
6301 rong2-na4 6622 容纳 1.000000 
6302 er4-liu4-ling2 6623 ２６０ 1.000000 
6303 ba1-jiu3 6624 ８９％ 1.000000 
6304 cheng2-guan1 6625 城关 1.000000 
6305 nan2-jie1 6626 南街 1.000000 
6306 jie1-ban4 6627 街办 1.000000 
6307 ban4-qi3 6628 办起 1.000000 
6308 xia4-she4 6629 下设 1.000000 
6309 fu2-zhuang1 6630 服装 1.000000 
6310 bao1-zhuang1 6631 包装 1.000000 
6311 fen1-chang3 6632 分厂 1.000000 
6312 qvan2-chang3 6633 全厂 1.000000 
6313 lian2-huan2 6634 连环 1.000000 
6314 neng2-ren2 6635 能人 1.000000 
6315 lian4-tiao2-shi4 6636 链条式 1.000000 
6316 gun3-dong4 6637 滚动 1.000000 
6317 zeng1-zhi2 6638 增值 1.000000 
6318 pei4-tao4 6639 配套 1.000000 
6319 shi4-fan4-hu4 6640 示范户 1.000000 
6320 bang1-dai4 6641 帮带 1.000000 
6321 kun4-nan5-hu4 6642 困难户 1.000000 
6322 cheng2-dai4-cheng2-huan2 6643 承贷承还 1.000000 
6323 mian3-fei4 6644 免费 1.000000 
6324 ke1-xve2-ji4-shu4 6645 科学技术 1.000000 
6325 chuan2-shou4 6646 传授 1.000000 
6326 ruo4 6647 若 1.000000 
6327 li4-ji2 6648 立即 1.000000 
6328 li4-lv4 6649 利率 1.000000 
6329 cheng2-dai4 6650 承贷 1.000000 
6330 ba1-nian2 6651 ８年 1.000000 
6331 li2-shi2-shi4 6652 离石市 1.000000 
6332 wa3 6653 瓦 1.000000 
6333 neng2-shou3 6654 能手 1.000000 
6334 zhang1-ai4-lan2 6655 张爱兰 1.000000 
6335 ba1-ling2-ling2-ling2 6657 ８０００ 1.000000 
6336 yang3-zhu1 6658 养猪 1.000000 
6337 zi3-zhu1 6659 仔猪 1.000000 
6338 yi4-bing4 6660 疫病 1.000000 
6339 fang2-zhi4 6661 防治 1.000000 
6340 pei4-fang1 6662 配方 1.000000 
6341 rou4-zhu1 6663 肉猪 1.000000 
6342 fu2-she4-mian4 6664 辐射面 1.000000 
6343 kuo4-zhan3 6665 扩展 1.000000 
6344 li2-shi2 6666 离石 1.000000 
6345 fang1-shan1 6667 方山 1.000000 
6346 ban4-xve2 6668 办学 1.000000 
6347 qi3-jia1 6669 起家 1.000000 
6348 cun1-zi5 6670 村子 1.000000 
6349 da4-dan3 6671 大胆 1.000000 
6350 xve2-qian2-jiao4-yv4 6672 学前教育 1.000000 
6351 jiu3-nian2 6673 九年 0.500000 
6351 jiu3-nian2 7608 ９年 0.500000 
6352 sao3-chu2 6674 扫除 1.000000 
6353 qing1-zhuang4-nian2 6675 青壮年 1.000000 
6354 wen2-mang2 6676 文盲 1.000000 
6355 da4-zhuan1 6677 大专 1.000000 
6356 bi4-ye4-sheng1 6678 毕业生 1.000000 
6357 ba1-er4 6679 ８２ 1.000000 
